System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
3/21/2023 1:21:11 PM   | Message | Attention: Some items in the PLC project contain special characters. | TIAParser.FormatName() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Guide Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Guide Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Guide Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TO Guide Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Chain Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Chain Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Chain Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TO Chain Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TO Chain Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB MC Belt Main.Change Of, Move To Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB MC Belt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB MC Belt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB MC Belt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB MC Belt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Traction Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Main.Change of Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Lift Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Main.Change of Order"Move to Orders"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Chain Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Arm Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 4 Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 4 Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 4 Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 4 Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 4 Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 3 Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 3 Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 3 Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 3 Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 3 Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 1 Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 2 Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 2 Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 2 Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 2 Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 2 Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 1 Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 1 Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Air 1 Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Air 1 Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Gripper Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Gripper Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Gripper Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PO Gripper Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Turn Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Turn Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Turn Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PO Turn Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Traction Faults.Fault handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Traction Faults.Fault handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PO Traction Faults.Fault handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PO Traction Faults.Fault handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Air Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Air Main.Exhaust FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Air Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Air Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Air Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Air Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PZ Air Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PZ Air Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB PZ Air Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PZ Air Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PZ Air Main.Circulation FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB PZ Air Main.Exhaust FanBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Gripper Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Gripper Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Gripper Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Gripper Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Rotor Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Rotor Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Rotor Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Rotor Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Tilt Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Tilt Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Tilt Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Tilt Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Slider Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Slider Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Slider Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Slider Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Planet Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Planet Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Planet Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Planet Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Latch Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Latch Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Latch Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Latch Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Air Main.BS AbluftventilatorBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Air Main.BS ZuluftventilatorBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB CD Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB CD Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Lift Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Lift Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Lift Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB DT Lift Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB DT Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB DT Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Program control.PC Data handler"IO# Errors"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BC Faults.Fault Handler 15 Byte"Not Stop"" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BC Faults.Fault Handler 15 ByteStop" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB BC Faults.Fault Handler 15 ByteInfo" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB BC Faults.Fault Handler 15 ByteGeneral" is not supported! | TIAParser.CreateMemberInfo() | 
3/21/2023 1:21:12 PM   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.01 Basket feeding.03 DC.00 Main.IDB.IDB DC WTX120.Faults" is not supported! | TIAParser.CreateItemInfo() | 
